id	creator	title	journal	issn	oclc	volume	issue	spage	epage	year	biostor	bhl
d78	International Commission on Zoological Nomenclature	Direction 78 Validation under the Plenary Powers of the generic name Daira de Haan, [1833] (class Crustacea, order Decapoda) (validation of an entry on the Ojficial List of Generic Names in Zoology made by the ruling given in Opinion 73)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	1E	E.16	293	304	1957	http://biostor.org/reference/146127	http://biodiversitylibrary.org/page/34611526
d79	International Commission on Zoological Nomenclature	Direction 79 Substitution on the Official List of Specific Names in Zoology of the specific name brasiliensis Gmelin (J. F.), 1788, as published in the combination Mustela lutris var. Brasiliensis, for the specific name Sambachii Gray (J. E.), 1837, as published in the combination Pteronura Sambachii (class Mammalia) (Direction supplementary to Opinion 384)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	16	24	455	464	1957	http://biostor.org/reference/146128	http://biodiversitylibrary.org/page/34657422
d80	International Commission on Zoological Nomenclature	Direction 80 Confirmation of Tlie entry on the Official List of Generic Names in Zoology relating to the generic name Molgula Forbes, 1848 (class Urochorda) (Direction Supple Mentary to Opinion 94)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	1E		305	314	1957	http://biostor.org/reference/146129	http://biodiversitylibrary.org/page/34611538
d81	International Commission on Zoological Nomenclature	Direction 81 Confirmation of the Position on the Official List of Generic Names in Zoology of the generic names Gypaetus Storr, 1784, Anas Linnaeus, 1758, Nyctea Stephens, 1826, and Vireo Vieillot, 1807 (class Aves) and correction of the entries made in Regard thereto (Direction supplementary to Opinion 67)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	1E		315	334	1957	http://biostor.org/reference/146130	http://biodiversitylibrary.org/page/34611548
d82	International Commission on Zoological Nomenclature	Direction 82 Confirmation of the Position on the Official List of Generic Names in Zoology of the generic name Trichoglossus Stephens, 1826 (class Aves), Subject to the Substitution of an amended entry in Regard thereto (Direction supplementary to Opinion 67)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	1E		335	360	1957	http://biostor.org/reference/146131	http://biodiversitylibrary.org/page/34611568
d83	International Commission on Zoological Nomenclature	Direction 83 Suppression under the Plenary Powers of the specific name ferox Gmelin (S. G.), 1771, as published in the combination Accipiter ferox (class Aves) (Direction supplementary to Opinion 67)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	1E	E.20	361	370	1957	http://biostor.org/reference/146132	http://biodiversitylibrary.org/page/34611594
d84	International Commission on Zoological Nomenclature	Direction 84 Designation under the Plenary Powers of a neotype for the nominal species Cancer depurator Linnaeus, 1758, (class Crustacea, order Decapoda) (Direction Supple Mentary to Opinion 73 and Direction 36)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	1E		371	388	1957	http://biostor.org/reference/146133	http://biodiversitylibrary.org/page/34611604
d85	International Commission on Zoological Nomenclature	Direction 85 Determination of the Dates to be attributed to the Several portions of the Crustacea volume written by de Haan (W.) in the work by P. F. Von Siebold entitled Fauna Japonica	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	1E		389	402	1957	http://biostor.org/reference/146134	http://biodiversitylibrary.org/page/34611624
d86	International Commission on Zoological Nomenclature	Direction 86 Validation under the Plenary Powers of the specific name convexa de Haan, [1833], as published in the combination Ocypode (Chasmagnathus) Convexa (class Crustacea, order Decapoda) (Direction supplementary to Opinion 85)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	1E	E.23	403	412	1957	http://biostor.org/reference/146135	http://biodiversitylibrary.org/page/34611638
d87	International Commission on Zoological Nomenclature	Direction 87 Completion and, in Part, correction of the entries on the Official List of Generic Names in Zoology in Regard to the generic names Cottus Linnaeus, 1758, and Conger Oken, 1817 (class Pisces) made by the rulings given respectively in Opinions 11 and 93 published in the period up to the end of 1936 and matters incidental thereto	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	1F	F.1	1	16	1958	http://biostor.org/reference/146136	http://biodiversitylibrary.org/page/34610956
d88	International Commission on Zoological Nomenclature	Direction 88 Clarification of the entry relating to the generic name Oniscus Linnaeus, 1758 (class Crustacea, order Isopoda) made on the Official List of Generic Names in Zoology by the ruling given in Opinion 104	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	1F		17	28	1958	http://biostor.org/reference/146137	http://biodiversitylibrary.org/page/34610972
d89	International Commission on Zoological Nomenclature	Direction 89 Determination of the gender to be attributed to the generic name Numida Linnaeus, 1764 (class Aves)	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	1F		29	38	1958	http://biostor.org/reference/146138	http://biodiversitylibrary.org/page/34610984
d90	International Commission on Zoological Nomenclature	Direction 90 Completion of the entry relating to the generic name Argas Latreille, 1795 (class Arachnida, order Acarina) made on the Official List of Generic Names in Zoology by the ruling given in Opinion 73	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	1F	F.4	39	50	1958	http://biostor.org/reference/146004	http://biodiversitylibrary.org/page/34610994
d92	International Commission on Zoological Nomenclature	Direction 92 Correction of the entry relating to the generic name Dermanyssus Duges, 1834 (class Arachnida, order Acarina) made on the Official List of Generic Names in Zoology by the ruling given in Opinion 104	Opinions and declarations rendered by the International Commission on Zoological Nomenclature		5900905	1F		51	62	1958	http://biostor.org/reference/146139	http://biodiversitylibrary.org/page/34611006
